Date,Device Category,Browser,Total Visitors,Sessions,Bounce Rate
2019-06-04,desktop,Edge,193,193,39.8964
2019-06-04,desktop,Firefox,308,308,37.6623
2019-06-04,desktop,Internet Explorer,694,809,28.5538
2019-06-04,desktop,Safari,347,385,50.1299
2019-06-04,mobile,Android Webview,77,77,100
2019-06-04,mobile,Chrome,848,1002,50
2019-06-04,mobile,Safari,1889,2081,29.6492
2019-06-04,mobile,Safari (in-app),193,193,79.7927
2019-06-04,mobile,Samsung Internet,463,887,30.4397
2019-06-04,tablet,Chrome,39,154,25.3247
2019-06-04,tablet,Internet Explorer,39,39,0
2019-06-04,tablet,Safari,116,270,42.963
2019-06-05,desktop,Chrome,3161,3546,47.8285
2019-06-05,desktop,Edge,385,385,30.1299
2019-06-05,desktop,Firefox,231,231,50.2165
2019-06-05,desktop,Internet Explorer,424,540,42.7778
2019-06-05,desktop,Mozilla Compatible Agent,77,77,100
2019-06-05,desktop,Safari,501,501,46.1078
2019-06-05,mobile,Android Browser,39,39,100
2019-06-05,mobile,Android Webview,77,77,100
2019-06-05,mobile,Chrome,732,809,38.0717
2019-06-05,mobile,Safari,2004,2313,36.6623
2019-06-05,mobile,Safari (in-app),154,154,50
2019-06-05,mobile,Samsung Internet,154,540,28.5185
2019-06-05,tablet,Amazon Silk,39,39,0
2019-06-05,tablet,Internet Explorer,39,39,0
2019-06-05,tablet,Safari,308,347,66.5706
2019-06-06,desktop,Chrome,2737,3122,46.925
2019-06-06,desktop,Edge,270,308,37.6623
2019-06-06,desktop,Firefox,385,501,38.523
2019-06-06,desktop,Internet Explorer,540,578,20.0692
2019-06-06,desktop,Opera,39,39,100
2019-06-06,desktop,Safari,270,270,57.037
2019-06-06,mobile,Android Webview,39,39,100
2019-06-06,mobile,Chrome,848,1002,34.6307
2019-06-06,mobile,Opera,39,39,0
2019-06-06,mobile,Safari,1580,1734,26.7013
2019-06-06,mobile,Safari (in-app),116,116,66.3793
2019-06-06,mobile,Samsung Internet,193,540,50
2019-06-06,tablet,Amazon Silk,39,77,0
2019-06-06,tablet,Chrome,39,39,0
2019-06-06,tablet,Internet Explorer,116,154,50
2019-06-06,tablet,Safari,193,193,39.8964
2019-06-06,tablet,Samsung Internet,39,39,0
2019-06-07,desktop,Chrome,2891,3392,43.1899
2019-06-07,desktop,Edge,231,231,16.8831
2019-06-07,desktop,Firefox,154,154,75.3247
2019-06-07,desktop,Internet Explorer,501,578,39.9654
2019-06-07,desktop,Safari,270,308,25
2019-06-07,mobile,Chrome,655,732,36.8852
2019-06-07,mobile,Edge,39,39,0
2019-06-07,mobile,Opera Mini,39,39,0
2019-06-07,mobile,Safari,1580,1850,39.5676
2019-06-07,mobile,Samsung Internet,116,231,16.8831
2019-06-07,tablet,Chrome,116,116,33.6207
2019-06-07,tablet,Internet Explorer,39,39,0
2019-06-07,tablet,Safari,154,154,0
2019-06-08,desktop,Chrome,732,809,28.5538
2019-06-08,desktop,Edge,77,154,0
2019-06-08,desktop,Firefox,39,39,0
2019-06-08,desktop,Internet Explorer,77,116,33.6207
2019-06-08,desktop,Safari,154,154,25.3247
2019-06-08,mobile,Chrome,887,964,48.029
2019-06-08,mobile,Firefox,39,39,100
2019-06-08,mobile,Opera Mini,39,39,100
2019-06-08,mobile,Safari,1002,1079,28.5449
2019-06-08,mobile,Safari (in-app),193,193,79.7927
2019-06-08,mobile,Samsung Internet,154,347,11.2392
2019-06-08,tablet,Safari,231,270,71.4815
2019-06-09,desktop,Chrome,887,925,37.5135
2019-06-09,desktop,Edge,77,116,33.6207
2019-06-09,desktop,Firefox,116,116,66.3793
2019-06-09,desktop,Internet Explorer,77,77,50.6494
2019-06-09,desktop,Opera,39,39,100
2019-06-09,desktop,Safari,231,231,50.2165
2019-06-09,mobile,Chrome,925,964,35.9959
2019-06-09,mobile,Safari,1079,1156,46.7128
2019-06-09,mobile,Safari (in-app),116,116,33.6207
2019-06-09,mobile,Samsung Internet,193,540,42.7778
2019-06-09,tablet,Safari,77,116,66.3793
2019-06-10,desktop,Chrome,3315,3623,30.8584
2019-06-10,desktop,Edge,424,463,25.054
2019-06-10,desktop,Firefox,231,347,44.3804
2019-06-10,desktop,Internet Explorer,809,848,18.1604
2019-06-10,desktop,Opera,39,39,0
2019-06-10,desktop,Safari,655,732,42.0765
2019-06-10,mobile,Android Webview,39,39,100
2019-06-10,mobile,Chrome,617,732,21.0383
2019-06-10,mobile,Safari,1889,2081,40.7496
2019-06-10,mobile,Safari (in-app),116,116,100
2019-06-10,mobile,Samsung Internet,116,501,23.1537
2019-06-10,tablet,Chrome,39,39,100
2019-06-10,tablet,Internet Explorer,39,39,0
2019-06-11,desktop,Chrome,3430,3777,42.8647
2019-06-11,desktop,Edge,308,347,44.3804
2019-06-11,desktop,Firefox,154,154,25.3247
2019-06-11,desktop,Internet Explorer,925,964,31.9502
2019-06-11,desktop,Safari,463,540,42.7778
2019-06-11,mobile,Android Webview,39,39,100
2019-06-11,mobile,Chrome,1079,1233,34.3877
2019-06-11,mobile,Safari,1657,1850,43.7297
2019-06-11,mobile,Safari (in-app),77,77,100
2019-06-11,mobile,Samsung Internet,231,578,33.391
2019-06-11,tablet,Amazon Silk,39,39,100
2019-06-11,tablet,Chrome,77,77,50.6494
2019-06-11,tablet,Internet Explorer,39,39,0
2019-06-11,tablet,Safari,116,193,0
2019-06-11,tablet,Safari (in-app),39,39,100
2019-06-12,desktop,Chrome,2891,3122,41.9603
2019-06-12,desktop,Edge,77,77,0
2019-06-12,desktop,Firefox,231,231,16.8831
2019-06-12,desktop,Internet Explorer,655,732,26.3661
2019-06-12,desktop,Opera,39,39,0
2019-06-12,desktop,Safari,578,617,68.7196
2019-06-12,mobile,Chrome,1002,1195,41.9247
2019-06-12,mobile,Safari,2313,2582,41.7893
2019-06-12,mobile,Safari (in-app),231,231,83.5498
2019-06-12,mobile,Samsung Internet,193,732,52.5956
2019-06-12,tablet,Chrome,39,39,100
2019-06-12,tablet,Internet Explorer,77,77,50.6494
2019-06-12,tablet,Safari,77,77,0
2019-06-12,tablet,Safari (in-app),39,39,100
2019-06-13,desktop,Chrome,2852,3430,42.7114
2019-06-13,desktop,Edge,154,193,60.1036
2019-06-13,desktop,Firefox,270,270,71.4815
2019-06-13,desktop,Internet Explorer,501,501,38.523
2019-06-13,desktop,Opera,77,77,50.6494
2019-06-13,desktop,Safari,231,231,50.2165
2019-06-13,mobile,Android Webview,39,39,0
2019-06-13,mobile,Chrome,925,1233,37.5507
2019-06-13,mobile,Edge,39,39,0
2019-06-13,mobile,Opera,39,39,0
2019-06-13,mobile,Safari,1542,1734,46.6551
2019-06-13,mobile,Safari (in-app),77,77,50.6494
2019-06-13,mobile,Samsung Internet,270,771,49.9351
2019-06-13,tablet,Internet Explorer,77,77,0
2019-06-13,tablet,Safari,154,154,0
2019-06-14,desktop,'Mozilla,39,39,100
2019-06-14,desktop,Chrome,2390,3006,39.7538
2019-06-14,desktop,Edge,116,116,33.6207
2019-06-14,desktop,Firefox,347,347,22.1902
2019-06-14,desktop,Internet Explorer,771,771,49.9351
2019-06-14,desktop,Opera,39,39,100
2019-06-14,desktop,Safari,270,385,50.1299
2019-06-14,mobile,Android Webview,39,39,100
2019-06-14,mobile,Chrome,578,655,23.5115
2019-06-14,mobile,Opera,39,39,0
2019-06-14,mobile,Safari,1426,1657,39.5293
2019-06-14,mobile,Safari (in-app),116,116,66.3793
2019-06-14,mobile,Samsung Internet,347,732,52.5956
2019-06-14,tablet,Amazon Silk,39,39,0
2019-06-14,tablet,Safari,77,77,0
2019-06-15,desktop,Firefox,39,39,0
2019-06-15,mobile,Chrome,39,39,100
2019-06-15,mobile,Safari,39,39,0
2019-06-01,desktop,Chrome,1002,1079,25.0232
2019-06-01,desktop,Edge,116,116,66.3793
2019-06-01,desktop,Firefox,154,154,50
2019-06-01,desktop,Internet Explorer,116,116,33.6207
2019-06-01,desktop,Safari,193,231,33.3333
2019-06-01,mobile,Chrome,578,694,50
2019-06-01,mobile,Safari,1195,1426,43.2679
2019-06-01,mobile,Safari (in-app),116,116,66.3793
2019-06-01,mobile,Samsung Internet,39,116,100
2019-06-01,tablet,Chrome,39,39,0
2019-06-01,tablet,Safari,193,193,39.8964
2019-06-02,desktop,Chrome,925,964,43.9834
2019-06-02,desktop,Edge,154,154,0
2019-06-02,desktop,Firefox,77,77,0
2019-06-02,desktop,Internet Explorer,77,77,50.6494
2019-06-02,desktop,Safari,308,347,66.5706
2019-06-02,mobile,Chrome,463,501,38.523
2019-06-02,mobile,Safari,1619,1850,45.8378
2019-06-02,mobile,Samsung Internet,193,463,58.3153
2019-06-02,tablet,Chrome,77,77,50.6494
2019-06-02,tablet,Safari,193,193,39.8964
2019-06-03,desktop,Chrome,2776,2968,42.8571
2019-06-03,desktop,Edge,463,501,38.523
2019-06-03,desktop,Firefox,231,270,14.4444
2019-06-03,desktop,Internet Explorer,694,810,38.0247
2019-06-03,desktop,Opera,39,39,0
2019-06-03,desktop,Safari,386,463,41.6847
2019-06-03,mobile,Android Webview,39,39,100
2019-06-03,mobile,Chrome,887,1272,33.3333
2019-06-03,mobile,Safari,2236,2660,49.2857
2019-06-03,mobile,Safari (in-app),39,39,0
2019-06-03,mobile,Samsung Internet,347,540,35.7407
2019-06-03,tablet,Safari,116,270,85.5556
2019-06-04,desktop,Chrome,3123,3470,40
2019-06-04,desktop,Edge,193,193,39.8964
2019-06-04,desktop,Firefox,308,308,37.6623
2019-06-04,desktop,Internet Explorer,694,810,28.5185
2019-06-04,desktop,Safari,347,386,50
2019-06-04,mobile,Android Webview,77,77,100
2019-06-04,mobile,Chrome,848,1002,50
2019-06-04,mobile,Safari,1889,2082,29.635
2019-06-04,mobile,Safari (in-app),193,193,79.7927
2019-06-04,mobile,Samsung Internet,463,887,30.4397
2019-06-04,tablet,Chrome,39,154,25.3247
2019-06-04,tablet,Internet Explorer,39,39,0
2019-06-04,tablet,Safari,116,270,42.963
2019-06-05,desktop,Chrome,3161,3547,47.8151
2019-06-05,desktop,Edge,386,386,30.0518
2019-06-05,desktop,Firefox,231,231,50.2165
2019-06-05,desktop,Internet Explorer,424,540,42.7778
2019-06-05,desktop,Mozilla Compatible Agent,77,77,100
2019-06-05,desktop,Safari,501,501,46.1078
2019-06-05,mobile,Android Browser,39,39,100
2019-06-05,mobile,Android Webview,77,77,100
2019-06-05,mobile,Chrome,732,810,38.0247
2019-06-05,mobile,Safari,2005,2313,36.6623
2019-06-05,mobile,Safari (in-app),154,154,50
2019-06-05,mobile,Samsung Internet,154,540,28.5185
2019-06-05,tablet,Amazon Silk,39,39,0
2019-06-05,tablet,Internet Explorer,39,39,0
2019-06-05,tablet,Safari,308,347,66.5706
2019-06-06,desktop,Chrome,2737,3123,46.91
2019-06-06,desktop,Edge,270,308,37.6623
2019-06-06,desktop,Firefox,386,501,38.523
2019-06-06,desktop,Internet Explorer,540,578,20.0692
2019-06-06,desktop,Opera,39,39,100
2019-06-06,desktop,Safari,270,270,57.037
2019-06-06,mobile,Android Webview,39,39,100
2019-06-06,mobile,Chrome,848,1002,34.6307
2019-06-06,mobile,Opera,39,39,0
2019-06-06,mobile,Safari,1581,1735,26.6859
2019-06-06,mobile,Safari (in-app),116,116,66.3793
2019-06-06,mobile,Samsung Internet,193,540,50
2019-06-06,tablet,Amazon Silk,39,77,0
2019-06-06,tablet,Chrome,39,39,0
2019-06-06,tablet,Internet Explorer,116,154,50
2019-06-06,tablet,Safari,193,193,39.8964
2019-06-06,tablet,Samsung Internet,39,39,0
2019-06-07,desktop,Chrome,2891,3392,43.1899
2019-06-07,desktop,Edge,231,231,16.8831
2019-06-07,desktop,Firefox,154,154,75.3247
2019-06-07,desktop,Internet Explorer,501,578,39.9654
2019-06-07,desktop,Safari,270,308,25
2019-06-07,mobile,Chrome,655,732,36.8852
2019-06-07,mobile,Edge,39,39,0
2019-06-07,mobile,Opera Mini,39,39,0
2019-06-07,mobile,Safari,1581,1850,39.5676
2019-06-07,mobile,Samsung Internet,116,231,16.8831
2019-06-07,tablet,Chrome,116,116,33.6207
2019-06-07,tablet,Internet Explorer,39,39,0
2019-06-07,tablet,Safari,154,154,0
2019-06-08,desktop,Chrome,732,810,28.5185
2019-06-08,desktop,Edge,77,154,0
2019-06-08,desktop,Firefox,39,39,0
2019-06-08,desktop,Internet Explorer,77,116,33.6207
2019-06-08,desktop,Safari,154,154,25.3247
2019-06-08,mobile,Chrome,887,964,48.029
2019-06-08,mobile,Firefox,39,39,100
2019-06-08,mobile,Opera Mini,39,39,100
2019-06-08,mobile,Safari,1002,1079,28.5449
2019-06-08,mobile,Safari (in-app),193,193,79.7927
2019-06-08,mobile,Samsung Internet,154,347,11.2392
2019-06-08,tablet,Safari,231,270,71.4815
2019-06-09,desktop,Chrome,887,925,37.5135
2019-06-09,desktop,Edge,77,116,33.6207
2019-06-09,desktop,Firefox,116,116,66.3793
2019-06-09,desktop,Internet Explorer,77,77,50.6494
2019-06-09,desktop,Opera,39,39,100
2019-06-09,desktop,Safari,231,231,50.2165
2019-06-09,mobile,Chrome,925,964,35.9959
2019-06-09,mobile,Safari,1079,1157,46.6724
2019-06-09,mobile,Safari (in-app),116,116,33.6207
2019-06-09,mobile,Samsung Internet,193,540,42.7778
2019-06-09,tablet,Safari,77,116,66.3793
2019-06-10,desktop,Chrome,3315,3624,30.8499
2019-06-10,desktop,Edge,424,463,25.054
2019-06-10,desktop,Firefox,231,347,44.3804
2019-06-10,desktop,Internet Explorer,810,848,18.1604
2019-06-10,desktop,Opera,39,39,0
2019-06-10,desktop,Safari,655,732,42.0765
2019-06-10,mobile,Android Webview,39,39,100
2019-06-10,mobile,Chrome,617,732,21.0383
2019-06-10,mobile,Safari,1889,2082,40.7301
2019-06-10,mobile,Safari (in-app),116,116,100
2019-06-10,mobile,Samsung Internet,116,501,23.1537
2019-06-10,tablet,Chrome,39,39,100
2019-06-10,tablet,Internet Explorer,39,39,0
2019-06-11,desktop,Chrome,3431,3778,42.8534
2019-06-11,desktop,Edge,308,347,44.3804
2019-06-11,desktop,Firefox,154,154,25.3247
2019-06-11,desktop,Internet Explorer,925,964,31.9502
2019-06-11,desktop,Safari,463,540,42.7778
2019-06-11,mobile,Android Webview,39,39,100
2019-06-11,mobile,Chrome,1079,1234,34.3598
2019-06-11,mobile,Safari,1658,1850,43.7838
2019-06-11,mobile,Safari (in-app),77,77,100
2019-06-11,mobile,Samsung Internet,231,578,33.391
2019-06-11,tablet,Amazon Silk,39,39,100
2019-06-11,tablet,Chrome,77,77,50.6494
2019-06-11,tablet,Internet Explorer,39,39,0
2019-06-11,tablet,Safari,116,193,0
2019-06-11,tablet,Safari (in-app),39,39,100
2019-06-12,desktop,Chrome,2891,3123,41.9789
2019-06-12,desktop,Edge,77,77,0
2019-06-12,desktop,Firefox,231,231,16.8831
2019-06-12,desktop,Internet Explorer,655,732,26.3661
2019-06-12,desktop,Opera,39,39,0
2019-06-12,desktop,Safari,578,617,68.7196
2019-06-12,mobile,Chrome,1002,1195,41.9247
2019-06-12,mobile,Safari,2313,2583,41.7731
2019-06-12,mobile,Safari (in-app),231,231,83.5498
2019-06-12,mobile,Samsung Internet,193,732,52.7322
2019-06-12,tablet,Chrome,39,39,100
2019-06-12,tablet,Internet Explorer,77,77,50.6494
2019-06-12,tablet,Safari,77,77,0
2019-06-12,tablet,Safari (in-app),39,39,100
2019-06-13,desktop,Chrome,2853,3431,42.6989
2019-06-13,desktop,Edge,154,193,60.1036
2019-06-13,desktop,Firefox,270,270,71.4815
2019-06-13,desktop,Internet Explorer,501,501,38.523
2019-06-13,desktop,Opera,77,77,50.6494
2019-06-13,desktop,Safari,231,231,50.2165
2019-06-13,mobile,Android Webview,39,39,0
2019-06-13,mobile,Chrome,925,1234,37.5203
2019-06-13,mobile,Edge,39,39,0
2019-06-13,mobile,Opera,39,39,0
2019-06-13,mobile,Safari,1542,1735,46.6859
2019-06-13,mobile,Safari (in-app),77,77,50.6494
2019-06-13,mobile,Samsung Internet,270,771,50.0649
2019-06-13,tablet,Internet Explorer,77,77,0
2019-06-13,tablet,Safari,154,154,0
2019-06-14,desktop,'Mozilla,39,39,100
2019-06-14,desktop,Chrome,2390,3007,39.7406
2019-06-14,desktop,Edge,116,116,33.6207
2019-06-14,desktop,Firefox,347,347,22.1902
2019-06-14,desktop,Internet Explorer,771,771,50.0649
2019-06-14,desktop,Opera,39,39,100
2019-06-14,desktop,Safari,270,386,50
2019-06-14,mobile,Android Webview,39,39,100
2019-06-14,mobile,Chrome,578,655,23.5115
2019-06-14,mobile,Opera,39,39,0
2019-06-14,mobile,Safari,1426,1658,39.5054
2019-06-14,mobile,Safari (in-app),116,116,66.3793
2019-06-14,mobile,Samsung Internet,347,732,52.7322
2019-06-14,tablet,Amazon Silk,39,39,0
2019-06-14,tablet,Safari,77,77,0
2019-06-15,desktop,Chrome,1041,1195,35.4812
2019-06-15,desktop,Edge,39,39,0
2019-06-15,desktop,Firefox,39,39,100
2019-06-15,desktop,Internet Explorer,77,77,50.6494
2019-06-15,desktop,Safari,308,308,50
2019-06-15,mobile,Android Webview,154,154,25.3247
2019-06-15,mobile,Chrome,655,694,44.3804
2019-06-15,mobile,Safari,1079,1118,62.0751
2019-06-15,mobile,Safari (in-app),77,77,50.6494
2019-06-15,mobile,Samsung Internet,154,386,39.8964
2019-06-15,tablet,Amazon Silk,39,39,0
2019-06-15,tablet,Safari,77,77,50.6494
2019-06-16,desktop,Chrome,39,39,0
2019-06-16,desktop,Safari,39,39,0
2019-06-16,mobile,Chrome,77,77,50.6494
2019-06-16,mobile,Safari,116,116,66.3793
2019-06-01,desktop,Chrome,1003,1080,25
2019-06-01,desktop,Edge,116,116,66.3793
2019-06-01,desktop,Firefox,154,154,50
2019-06-01,desktop,Internet Explorer,116,116,33.6207
2019-06-01,desktop,Safari,193,231,33.3333
2019-06-01,mobile,Chrome,579,694,50
2019-06-01,mobile,Safari,1196,1427,43.2376
2019-06-01,mobile,Safari (in-app),116,116,66.3793
2019-06-01,mobile,Samsung Internet,39,116,100
2019-06-01,tablet,Chrome,39,39,0
2019-06-01,tablet,Safari,193,193,39.8964
2019-06-02,desktop,Chrome,926,964,43.9834
2019-06-02,desktop,Edge,154,154,0
2019-06-02,desktop,Firefox,77,77,0
2019-06-02,desktop,Internet Explorer,77,77,50.6494
2019-06-02,desktop,Safari,309,347,66.5706
2019-06-02,mobile,Chrome,463,501,38.523
2019-06-02,mobile,Safari,1620,1852,45.8423
2019-06-02,mobile,Samsung Internet,193,463,58.3153
2019-06-02,tablet,Chrome,77,77,50.6494
2019-06-02,tablet,Safari,193,193,39.8964
2019-06-03,desktop,Chrome,2777,2970,42.862
2019-06-03,desktop,Edge,463,501,38.523
2019-06-03,desktop,Firefox,231,270,14.4444
2019-06-03,desktop,Internet Explorer,694,810,38.1481
2019-06-03,desktop,Opera,39,39,0
2019-06-03,desktop,Safari,386,463,41.6847
2019-06-03,mobile,Android Webview,39,39,100
2019-06-03,mobile,Chrome,887,1273,33.3071
2019-06-03,mobile,Safari,2237,2662,49.2487
2019-06-03,mobile,Safari (in-app),39,39,0
2019-06-03,mobile,Samsung Internet,347,540,35.7407
2019-06-03,tablet,Safari,116,270,85.5556
2019-06-04,desktop,Chrome,3124,3472,40.0058
2019-06-04,desktop,Edge,193,193,39.8964
2019-06-04,desktop,Firefox,309,309,37.5405
2019-06-04,desktop,Internet Explorer,694,810,28.5185
2019-06-04,desktop,Safari,347,386,50
2019-06-04,mobile,Android Webview,77,77,100
2019-06-04,mobile,Chrome,849,1003,49.9501
2019-06-04,mobile,Safari,1890,2083,29.6207
2019-06-04,mobile,Safari (in-app),193,193,79.7927
2019-06-04,mobile,Samsung Internet,463,887,30.4397
2019-06-04,tablet,Chrome,39,154,25.3247
2019-06-04,tablet,Internet Explorer,39,39,0
2019-06-04,tablet,Safari,116,270,42.963
2019-06-05,desktop,Chrome,3163,3549,47.8163
2019-06-05,desktop,Edge,386,386,30.0518
2019-06-05,desktop,Firefox,231,231,50.2165
2019-06-05,desktop,Internet Explorer,424,540,42.7778
2019-06-05,desktop,Mozilla Compatible Agent,77,77,100
2019-06-05,desktop,Safari,501,501,46.1078
2019-06-05,mobile,Android Browser,39,39,100
2019-06-05,mobile,Android Webview,77,77,100
2019-06-05,mobile,Chrome,733,810,38.1481
2019-06-05,mobile,Safari,1967,2276,37.3023
2019-06-05,mobile,Safari (in-app),154,154,50
2019-06-05,mobile,Samsung Internet,154,540,28.5185
2019-06-05,tablet,Amazon Silk,39,39,0
2019-06-05,tablet,Internet Explorer,39,39,0
2019-06-05,tablet,Safari,309,347,66.5706
2019-06-06,desktop,Chrome,2739,3124,46.927
2019-06-06,desktop,Edge,270,309,37.5405
2019-06-06,desktop,Firefox,386,501,38.523
2019-06-06,desktop,Internet Explorer,540,579,20.0345
2019-06-06,desktop,Opera,39,39,100
2019-06-06,desktop,Safari,270,270,57.037
2019-06-06,mobile,Android Webview,39,39,100
2019-06-06,mobile,Chrome,849,1003,34.5962
2019-06-06,mobile,Opera,39,39,0
2019-06-06,mobile,Safari,1581,1736,26.6705
2019-06-06,mobile,Safari (in-app),116,116,66.3793
2019-06-06,mobile,Samsung Internet,193,540,50
2019-06-06,tablet,Amazon Silk,39,77,0
2019-06-06,tablet,Chrome,39,39,0
2019-06-06,tablet,Internet Explorer,116,154,50
2019-06-06,tablet,Safari,193,193,39.8964
2019-06-06,tablet,Samsung Internet,39,39,0
2019-06-07,desktop,Chrome,2893,3394,43.1939
2019-06-07,desktop,Edge,231,231,16.8831
2019-06-07,desktop,Firefox,154,154,75.3247
2019-06-07,desktop,Internet Explorer,501,579,39.8964
2019-06-07,desktop,Safari,270,309,24.9191
2019-06-07,mobile,Chrome,656,733,36.8349
2019-06-07,mobile,Edge,39,39,0
2019-06-07,mobile,Opera Mini,39,39,0
2019-06-07,mobile,Safari,1581,1852,39.5788
2019-06-07,mobile,Samsung Internet,116,231,16.8831
2019-06-07,tablet,Chrome,116,116,33.6207
2019-06-07,tablet,Internet Explorer,39,39,0
2019-06-07,tablet,Safari,154,154,0
2019-06-08,desktop,Chrome,733,810,28.5185
2019-06-08,desktop,Edge,77,154,0
2019-06-08,desktop,Firefox,39,39,0
2019-06-08,desktop,Internet Explorer,77,116,33.6207
2019-06-08,desktop,Safari,154,154,25.3247
2019-06-08,mobile,Chrome,887,964,48.029
2019-06-08,mobile,Firefox,39,39,100
2019-06-08,mobile,Opera Mini,39,39,100
2019-06-08,mobile,Safari,1003,1080,28.6111
2019-06-08,mobile,Safari (in-app),193,193,79.7927
2019-06-08,mobile,Samsung Internet,154,347,11.2392
2019-06-08,tablet,Safari,231,270,71.4815
2019-06-09,desktop,Chrome,887,926,37.473
2019-06-09,desktop,Edge,77,116,33.6207
2019-06-09,desktop,Firefox,116,116,66.3793
2019-06-09,desktop,Internet Explorer,77,77,50.6494
2019-06-09,desktop,Opera,39,39,100
2019-06-09,desktop,Safari,231,231,50.2165
2019-06-09,mobile,Chrome,926,964,35.9959
2019-06-09,mobile,Safari,1080,1157,46.6724
2019-06-09,mobile,Safari (in-app),116,116,33.6207
2019-06-09,mobile,Samsung Internet,193,540,42.7778
2019-06-09,tablet,Safari,77,116,66.3793
2019-06-10,desktop,Chrome,3317,3626,30.8605
2019-06-10,desktop,Edge,424,463,25.054
2019-06-10,desktop,Firefox,231,347,44.3804
2019-06-10,desktop,Internet Explorer,810,849,18.139
2019-06-10,desktop,Opera,39,39,0
2019-06-10,desktop,Safari,656,733,42.1555
2019-06-10,mobile,Android Webview,39,39,100
2019-06-10,mobile,Chrome,617,733,21.0095
2019-06-10,mobile,Safari,1890,2083,40.7585
2019-06-10,mobile,Safari (in-app),116,116,100
2019-06-10,mobile,Samsung Internet,116,501,23.1537
2019-06-10,tablet,Chrome,39,39,100
2019-06-10,tablet,Internet Explorer,39,39,0
2019-06-11,desktop,Chrome,3433,3780,42.8571
2019-06-11,desktop,Edge,309,347,44.3804
2019-06-11,desktop,Firefox,154,154,25.3247
2019-06-11,desktop,Internet Explorer,926,964,32.0539
2019-06-11,desktop,Safari,463,540,42.7778
2019-06-11,mobile,Android Webview,39,39,100
2019-06-11,mobile,Chrome,1080,1234,34.3598
2019-06-11,mobile,Safari,1659,1852,43.7365
2019-06-11,mobile,Safari (in-app),77,77,100
2019-06-11,mobile,Samsung Internet,231,579,33.3333
2019-06-11,tablet,Amazon Silk,39,39,100
2019-06-11,tablet,Chrome,77,77,50.6494
2019-06-11,tablet,Internet Explorer,39,39,0
2019-06-11,tablet,Safari,116,193,0
2019-06-11,tablet,Safari (in-app),39,39,100
2019-06-12,desktop,Chrome,2893,3124,41.9654
2019-06-12,desktop,Edge,77,77,0
2019-06-12,desktop,Firefox,231,231,16.8831
2019-06-12,desktop,Internet Explorer,656,733,26.3302
2019-06-12,desktop,Opera,39,39,0
2019-06-12,desktop,Safari,579,617,68.7196
2019-06-12,mobile,Chrome,1003,1196,41.8896
2019-06-12,mobile,Safari,2314,2584,41.7957
2019-06-12,mobile,Safari (in-app),231,231,83.5498
2019-06-12,mobile,Samsung Internet,193,733,52.6603
2019-06-12,tablet,Chrome,39,39,100
2019-06-12,tablet,Internet Explorer,77,77,50.6494
2019-06-12,tablet,Safari,77,77,0
2019-06-12,tablet,Safari (in-app),39,39,100
2019-06-13,desktop,Chrome,2854,3433,42.7032
2019-06-13,desktop,Edge,154,193,60.1036
2019-06-13,desktop,Firefox,270,270,71.4815
2019-06-13,desktop,Internet Explorer,501,501,38.523
2019-06-13,desktop,Opera,77,77,50.6494
2019-06-13,desktop,Safari,231,231,50.2165
2019-06-13,mobile,Android Webview,39,39,0
2019-06-13,mobile,Chrome,926,1234,37.5203
2019-06-13,mobile,Edge,39,39,0
2019-06-13,mobile,Opera,39,39,0
2019-06-13,mobile,Safari,1543,1736,46.659
2019-06-13,mobile,Safari (in-app),77,77,50.6494
2019-06-13,mobile,Samsung Internet,270,771,50.0649
2019-06-13,tablet,Internet Explorer,77,77,0
2019-06-13,tablet,Safari,154,154,0
2019-06-14,desktop,'Mozilla,39,39,100
2019-06-14,desktop,Chrome,2392,3009,39.7474
2019-06-14,desktop,Edge,116,116,33.6207
2019-06-14,desktop,Firefox,347,347,22.1902
2019-06-14,desktop,Internet Explorer,771,771,50.0649
2019-06-14,desktop,Opera,39,39,100
2019-06-14,desktop,Safari,270,386,50
2019-06-14,mobile,Android Webview,39,39,100
2019-06-14,mobile,Chrome,579,656,23.4756
2019-06-14,mobile,Opera,39,39,0
2019-06-14,mobile,Safari,1427,1659,39.5419
2019-06-14,mobile,Safari (in-app),116,116,66.3793
2019-06-14,mobile,Samsung Internet,347,733,52.6603
2019-06-14,tablet,Amazon Silk,39,39,0
2019-06-14,tablet,Safari,77,77,0
2019-06-15,desktop,Chrome,1041,1196,35.4515
2019-06-15,desktop,Edge,39,39,0
2019-06-15,desktop,Firefox,39,39,100
2019-06-15,desktop,Internet Explorer,77,77,50.6494
2019-06-15,desktop,Safari,309,309,49.8382
2019-06-15,mobile,Android Webview,154,154,25.3247
2019-06-15,mobile,Chrome,656,694,44.5245
2019-06-15,mobile,Safari,1080,1119,62.0197
2019-06-15,mobile,Safari (in-app),77,77,50.6494
2019-06-15,mobile,Samsung Internet,154,386,39.8964
2019-06-15,tablet,Amazon Silk,39,39,0
2019-06-15,tablet,Safari,77,77,50.6494
2019-06-16,desktop,Chrome,926,1003,38.4845
2019-06-16,desktop,Edge,193,193,60.1036
2019-06-16,desktop,Firefox,116,154,50
2019-06-16,desktop,Internet Explorer,39,77,0
2019-06-16,desktop,Safari,77,77,100
2019-06-16,desktop,YaBrowser,39,39,100
2019-06-16,mobile,Android Webview,116,116,0
